Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Web_BO,Chrome 68.0.3440.106,,2018-09-19 10:49:01,2018-09-19 10:49:17,"16,323s",PASSED
,,,,,,
Test Cases/Web/BO VUE/TC/VUE BO New Clinic,Chrome 68.0.3440.106,,2018-09-19 10:49:01,2018-09-19 10:49:17,"15,898s",PASSED
Start listener action : sampleBeforeTestCase,Chrome 68.0.3440.106,,2018-09-19 10:49:01,2018-09-19 10:49:01,"0,021s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-19 10:49:01,2018-09-19 10:49:07,"5,935s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-19 10:49:07,2018-09-19 10:49:09,"1,193s",PASSED
callTestCase,Chrome 68.0.3440.106,"Queda pendiente de definición 
",2018-09-19 10:49:09,2018-09-19 10:49:09,"0,549s",PASSED
callTestCase,Chrome 68.0.3440.106,"Queda pendiente de definición 
",2018-09-19 10:49:09,2018-09-19 10:49:11,"2,077s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-19 10:49:11,2018-09-19 10:49:12,"0,398s",PASSED
callTestCase,Chrome 68.0.3440.106,"
",2018-09-19 10:49:12,2018-09-19 10:49:13,"1,829s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-19 10:49:13,2018-09-19 10:49:14,"0,550s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-19 10:49:14,2018-09-19 10:49:15,"0,933s",PASSED
Start listener action : sampleAfterTestCase,Chrome 68.0.3440.106,,2018-09-19 10:49:15,2018-09-19 10:49:15,"0,014s",PASSED
